From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
PVALB,P20472,reviewed,PRVA_HUMAN,Parvalbumin alpha,PVALB,Homo sapiens (Human),110
PYCARD,Q9ULZ3,reviewed,ASC_HUMAN,Apoptosis-associated speck-like protein containing a CARD (hASC) (Caspase recruitment domain-containing protein 5) (PYD and CARD domain-containing protein) (Target of methylation-induced silencing 1),PYCARD ASC CARD5 TMS1,Homo sapiens (Human),195
PYGL,P06737,reviewed,PYGL_HUMAN,"Glycogen phosphorylase, liver form (EC 2.4.1.1)",PYGL,Homo sapiens (Human),847
QARS1,P47897,reviewed,SYQ_HUMAN,Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS),QARS1 QARS,Homo sapiens (Human),775
QDPR,P09417,reviewed,DHPR_HUMAN,Dihydropteridine reductase (EC 1.5.1.34) (HDHPR) (Quinoid dihydropteridine reductase) (Short chain dehydrogenase/reductase family 33C member 1),QDPR DHPR SDR33C1,Homo sapiens (Human),244
QKI,Q96PU8,reviewed,QKI_HUMAN,KH domain-containing RNA-binding protein QKI (Protein quaking) (Hqk) (HqkI),QKI HKQ,Homo sapiens (Human),341
RAB11FIP5,Q9BXF6,reviewed,RFIP5_HUMAN,Rab11 family-interacting protein 5 (Rab11-FIP5) (Gamma-SNAP-associated factor 1) (Gaf-1) (Phosphoprotein pp75) (Rab11-interacting protein Rip11),RAB11FIP5 GAF1 KIAA0857 RIP11,Homo sapiens (Human),653
RAB3A,P20336,reviewed,RAB3A_HUMAN,Ras-related protein Rab-3A,RAB3A,Homo sapiens (Human),220
RAB3C,Q96E17,reviewed,RAB3C_HUMAN,Ras-related protein Rab-3C,RAB3C,Homo sapiens (Human),227
RAB43,Q86YS6,reviewed,RAB43_HUMAN,Ras-related protein Rab-43 (Ras-related protein Rab-41),RAB43 RAB41,Homo sapiens (Human),212
RABGAP1,Q9Y3P9,reviewed,RBGP1_HUMAN,Rab GTPase-activating protein 1 (GAP and centrosome-associated protein) (Rab6 GTPase-activating protein GAPCenA),RABGAP1 HSPC094,Homo sapiens (Human),1069
RAD23B,P54727,reviewed,RD23B_HUMAN,UV excision repair protein RAD23 homolog B (HR23B) (hHR23B) (XP-C repair-complementing complex 58 kDa protein) (p58),RAD23B,Homo sapiens (Human),409
RAD51,Q06609,reviewed,RAD51_HUMAN,DNA repair protein RAD51 homolog 1 (HsRAD51) (hRAD51) (RAD51 homolog A),RAD51 RAD51A RECA,Homo sapiens (Human),339
RAD51B,O15315,reviewed,RA51B_HUMAN,DNA repair protein RAD51 homolog 2 (R51H2) (RAD51 homolog B) (Rad51B) (RAD51-like protein 1),RAD51B RAD51L1 REC2,Homo sapiens (Human),384
RAD9A,Q99638,reviewed,RAD9A_HUMAN,Cell cycle checkpoint control protein RAD9A (hRAD9) (EC 3.1.11.2) (DNA repair exonuclease rad9 homolog A),RAD9A,Homo sapiens (Human),391
RALY,Q9UKM9,reviewed,RALY_HUMAN,RNA-binding protein Raly (Autoantigen p542) (Heterogeneous nuclear ribonucleoprotein C-like 2) (hnRNP core protein C-like 2) (hnRNP associated with lethal yellow protein homolog),RALY HNRPCL2 P542,Homo sapiens (Human),306
RALYL,Q86SE5,reviewed,RALYL_HUMAN,RNA-binding Raly-like protein (hRALYL) (Heterogeneous nuclear ribonucleoprotein C-like 3) (hnRNP core protein C-like 3),RALYL HNRPCL3,Homo sapiens (Human),291
RAP1GAP,P47736,reviewed,RPGP1_HUMAN,Rap1 GTPase-activating protein 1 (Rap1GAP) (Rap1GAP1),RAP1GAP KIAA0474 RAP1GA1,Homo sapiens (Human),663
RARB,P10826,reviewed,RARB_HUMAN,Retinoic acid receptor beta (RAR-beta) (HBV-activated protein) (Nuclear receptor subfamily 1 group B member 2) (RAR-epsilon),RARB HAP NR1B2,Homo sapiens (Human),455
RASAL2,Q9UJF2,reviewed,NGAP_HUMAN,Ras GTPase-activating protein nGAP (RAS protein activator-like 2),RASAL2 NGAP,Homo sapiens (Human),1139
RASAL3,Q86YV0,reviewed,RASL3_HUMAN,RAS protein activator like-3,RASAL3,Homo sapiens (Human),1011
RASGEF1A,Q8N9B8,reviewed,RGF1A_HUMAN,Ras-GEF domain-containing family member 1A,RASGEF1A,Homo sapiens (Human),481
RAVER1,Q8IY67,reviewed,RAVR1_HUMAN,Ribonucleoprotein PTB-binding 1 (Protein raver-1),RAVER1 KIAA1978,Homo sapiens (Human),606
RBFOX3,A6NFN3,reviewed,RFOX3_HUMAN,RNA binding protein fox-1 homolog 3 (Fox-1 homolog C) (Neuronal nuclei antigen) (NeuN antigen),RBFOX3,Homo sapiens (Human),312
RBM28,Q9NW13,reviewed,RBM28_HUMAN,RNA-binding protein 28 (RNA-binding motif protein 28),RBM28,Homo sapiens (Human),759
RBM6,P78332,reviewed,RBM6_HUMAN,RNA-binding protein 6 (Lung cancer antigen NY-LU-12) (Protein G16) (RNA-binding motif protein 6) (RNA-binding protein DEF-3),RBM6 DEF3,Homo sapiens (Human),1123
RBP5,P29762,reviewed,RABP1_HUMAN,Cellular retinoic acid-binding protein 1 (Cellular retinoic acid-binding protein I) (CRABP-I),CRABP1 RBP5,Homo sapiens (Human),137
RCAN1,P53805,reviewed,RCAN1_HUMAN,Calcipressin-1 (Adapt78) (Down syndrome critical region protein 1) (Myocyte-enriched calcineurin-interacting protein 1) (MCIP1) (Regulator of calcineurin 1),RCAN1 ADAPT78 CSP1 DSC1 DSCR1,Homo sapiens (Human),252
RCN2,Q14257,reviewed,RCN2_HUMAN,Reticulocalbin-2 (Calcium-binding protein ERC-55) (E6-binding protein) (E6BP),RCN2 ERC55,Homo sapiens (Human),317
RCOR3,Q9P2K3,reviewed,RCOR3_HUMAN,REST corepressor 3,RCOR3 KIAA1343,Homo sapiens (Human),495
RCSD1,Q6JBY9,reviewed,CPZIP_HUMAN,CapZ-interacting protein (Protein kinase substrate CapZIP) (RCSD domain-containing protein 1),RCSD1 CAPZIP,Homo sapiens (Human),416
RECQL,P46063,reviewed,RECQ1_HUMAN,"ATP-dependent DNA helicase Q1 (EC 3.6.4.12) (DNA helicase, RecQ-like type 1) (RecQ1) (DNA-dependent ATPase Q1) (RecQ protein-like 1)",RECQL RECQ1 RECQL1,Homo sapiens (Human),649
REEP1,Q9H902,reviewed,REEP1_HUMAN,Receptor expression-enhancing protein 1 (Spastic paraplegia 31 protein),REEP1 C2orf23 SPG31,Homo sapiens (Human),201
REEP2,Q9BRK0,reviewed,REEP2_HUMAN,Receptor expression-enhancing protein 2,REEP2 C5orf19 SGC32445,Homo sapiens (Human),252
RFC4,P35249,reviewed,RFC4_HUMAN,Replication factor C subunit 4 (Activator 1 37 kDa subunit) (A1 37 kDa subunit) (Activator 1 subunit 4) (Replication factor C 37 kDa subunit) (RF-C 37 kDa subunit) (RFC37),RFC4,Homo sapiens (Human),363
RFLNB,Q8N5W9,reviewed,RFLB_HUMAN,Refilin-B (Regulator of filamin protein B) (RefilinB),RFLNB,Homo sapiens (Human),214
RGCC,Q9H4X1,reviewed,RGCC_HUMAN,Regulator of cell cycle RGCC (Response gene to complement 32 protein) (RGC-32),RGCC C13orf15 RGC32,Homo sapiens (Human),137
RGS10,O43665,reviewed,RGS10_HUMAN,Regulator of G-protein signaling 10 (RGS10),RGS10,Homo sapiens (Human),181
RGS20,O76081,reviewed,RGS20_HUMAN,Regulator of G-protein signaling 20 (RGS20) (Gz-selective GTPase-activating protein) (G(z)GAP) (Gz-GAP) (Regulator of G-protein signaling Z1) (Regulator of Gz-selective protein signaling 1),RGS20 RGSZ1 ZGAP1,Homo sapiens (Human),388
RGS7,P49802,reviewed,RGS7_HUMAN,Regulator of G-protein signaling 7 (RGS7),RGS7,Homo sapiens (Human),495
RGS8,P57771,reviewed,RGS8_HUMAN,Regulator of G-protein signaling 8 (RGS8),RGS8,Homo sapiens (Human),180
RHOF,Q9HBH0,reviewed,RHOF_HUMAN,Rho-related GTP-binding protein RhoF (Rho family GTPase Rif) (Rho in filopodia),RHOF ARHF RIF,Homo sapiens (Human),211
RHOG,P84095,reviewed,RHOG_HUMAN,Rho-related GTP-binding protein RhoG,RHOG ARHG,Homo sapiens (Human),191
RIMS1,Q86UR5,reviewed,RIMS1_HUMAN,Regulating synaptic membrane exocytosis protein 1 (Rab-3-interacting molecule 1) (RIM 1) (Rab-3-interacting protein 2),RIMS1 KIAA0340 RAB3IP2 RIM1 Nbla00761,Homo sapiens (Human),1692
RNASE1,P07998,reviewed,RNAS1_HUMAN,Ribonuclease pancreatic (EC 4.6.1.18) (HP-RNase) (RIB-1) (RNase UpI-1) (Ribonuclease 1) (RNase 1) (Ribonuclease A) (RNase A),RNASE1 RIB1 RNS1,Homo sapiens (Human),156
RNF112,Q9ULX5,reviewed,RN112_HUMAN,RING finger protein 112 (EC 2.3.2.27) (Brain finger protein) (Zinc finger protein 179),RNF112 BFP ZNF179,Homo sapiens (Human),631
RNF123,Q5XPI4,reviewed,RN123_HUMAN,E3 ubiquitin-protein ligase RNF123 (EC 2.3.2.27) (Kip1 ubiquitination-promoting complex protein 1) (RING finger protein 123),RNF123 KPC1 FP1477,Homo sapiens (Human),1314
RPAP3,Q9H6T3,reviewed,RPAP3_HUMAN,RNA polymerase II-associated protein 3,RPAP3,Homo sapiens (Human),665
RPH3A,Q9Y2J0,reviewed,RP3A_HUMAN,Rabphilin-3A (Exophilin-1),RPH3A KIAA0985,Homo sapiens (Human),694
RPL10,P27635,reviewed,RL10_HUMAN,Large ribosomal subunit protein uL16 (60S ribosomal protein L10) (Laminin receptor homolog) (Protein QM) (Ribosomal protein L10) (Tumor suppressor QM),RPL10 DXS648E QM,Homo sapiens (Human),214
RPL32,P62910,reviewed,RL32_HUMAN,Large ribosomal subunit protein eL32 (60S ribosomal protein L32),RPL32 PP9932,Homo sapiens (Human),135
RPL8,P62917,reviewed,RL8_HUMAN,Large ribosomal subunit protein uL2 (60S ribosomal protein L8),RPL8,Homo sapiens (Human),257
RPLP0,P05388,reviewed,RLA0_HUMAN,Large ribosomal subunit protein uL10 (60S acidic ribosomal protein P0) (60S ribosomal protein L10E),RPLP0,Homo sapiens (Human),317
RPN2,P04844,reviewed,RPN2_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 63 kDa subunit) (RIBIIR) (Ribophorin II) (RPN-II) (Ribophorin-2),RPN2,Homo sapiens (Human),631
RPRD1B,Q9NQG5,reviewed,RPR1B_HUMAN,Regulation of nuclear pre-mRNA domain-containing protein 1B (Cell cycle-related and expression-elevated protein in tumor),RPRD1B C20orf77 CREPT,Homo sapiens (Human),326
RPS15,P62841,reviewed,RS15_HUMAN,Small ribosomal subunit protein uS19 (40S ribosomal protein S15) (RIG protein),RPS15 RIG,Homo sapiens (Human),145
RPS29,P62273,reviewed,RS29_HUMAN,Small ribosomal subunit protein uS14 (40S ribosomal protein S29),RPS29,Homo sapiens (Human),56
RPS5,P46782,reviewed,RS5_HUMAN,"Small ribosomal subunit protein uS7 (40S ribosomal protein S5) [Cleaved into: Small ribosomal subunit protein uS7, N-terminally processed (40S ribosomal protein S5, N-terminally processed)]",RPS5,Homo sapiens (Human),204
RRBP1,Q9P2E9,reviewed,RRBP1_HUMAN,Ribosome-binding protein 1 (180 kDa ribosome receptor homolog) (RRp) (ES/130-related protein) (Ribosome receptor protein),RRBP1 KIAA1398,Homo sapiens (Human),1410
RRM1,P23921,reviewed,RIR1_HUMAN,Ribonucleoside-diphosphate reductase large subunit (EC 1.17.4.1) (Ribonucleoside-diphosphate reductase subunit M1) (Ribonucleotide reductase large subunit),RRM1 RR1,Homo sapiens (Human),792
RSL24D1,Q9UHA3,reviewed,RLP24_HUMAN,Probable ribosome biogenesis protein RLP24 (Ribosomal L24 domain-containing protein 1) (Ribosomal protein L24-like),RSL24D1 C15orf15 RPL24L My024,Homo sapiens (Human),163
RSRC2,Q7L4I2,reviewed,RSRC2_HUMAN,Arginine/serine-rich coiled-coil protein 2,RSRC2,Homo sapiens (Human),434
RTN1,Q16799,reviewed,RTN1_HUMAN,Reticulon-1 (Neuroendocrine-specific protein),RTN1 NSP,Homo sapiens (Human),776
RTN3,O95197,reviewed,RTN3_HUMAN,Reticulon-3 (Homolog of ASY protein) (HAP) (Neuroendocrine-specific protein-like 2) (NSP-like protein 2) (Neuroendocrine-specific protein-like II) (NSP-like protein II) (NSPLII),RTN3 ASYIP NSPL2,Homo sapiens (Human),1032
RUNDC3A,Q59EK9,reviewed,RUN3A_HUMAN,RUN domain-containing protein 3A (Rap2-interacting protein 8) (RPIP-8),RUNDC3A RAP2IP RPIP8,Homo sapiens (Human),446
RYR1,P21817,reviewed,RYR1_HUMAN,Ryanodine receptor 1 (RYR-1) (RyR1) (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-type ryanodine receptor) (Type 1 ryanodine receptor),RYR1 RYDR,Homo sapiens (Human),5038
S100A1,P23297,reviewed,S10A1_HUMAN,Protein S100-A1 (S-100 protein alpha chain) (S-100 protein subunit alpha) (S100 calcium-binding protein A1),S100A1 S100A,Homo sapiens (Human),94
S100A10,P60903,reviewed,S10AA_HUMAN,Protein S100-A10 (Calpactin I light chain) (Calpactin-1 light chain) (Cellular ligand of annexin II) (S100 calcium-binding protein A10) (p10 protein) (p11),S100A10 ANX2LG CAL1L CLP11,Homo sapiens (Human),97
S100A11,P31949,reviewed,S10AB_HUMAN,"Protein S100-A11 (Calgizzarin) (Metastatic lymph node gene 70 protein) (MLN 70) (Protein S100-C) (S100 calcium-binding protein A11) [Cleaved into: Protein S100-A11, N-terminally processed]",S100A11 MLN70 S100C,Homo sapiens (Human),105
S100A12,P80511,reviewed,S10AC_HUMAN,Protein S100-A12 (CGRP) (Calcium-binding protein in amniotic fluid 1) (CAAF1) (Calgranulin-C) (CAGC) (Extracellular newly identified RAGE-binding protein) (EN-RAGE) (Migration inhibitory factor-related protein 6) (MRP-6) (p6) (Neutrophil S100 protein) (S100 calcium-binding protein A12) [Cleaved into: Calcitermin],S100A12,Homo sapiens (Human),92
S100A4,P26447,reviewed,S10A4_HUMAN,Protein S100-A4 (Calvasculin) (Metastasin) (Placental calcium-binding protein) (Protein Mts1) (S100 calcium-binding protein A4),S100A4 CAPL MTS1,Homo sapiens (Human),101
S100A6,P06703,reviewed,S10A6_HUMAN,Protein S100-A6 (Calcyclin) (Growth factor-inducible protein 2A9) (MLN 4) (Prolactin receptor-associated protein) (PRA) (S100 calcium-binding protein A6),S100A6 CACY,Homo sapiens (Human),90
S100A8,P05109,reviewed,S10A8_HUMAN,Protein S100-A8 (Calgranulin-A) (Calprotectin L1L subunit) (Cystic fibrosis antigen) (CFAG) (Leukocyte L1 complex light chain) (Migration inhibitory factor-related protein 8) (MRP-8) (p8) (S100 calcium-binding protein A8) (Urinary stone protein band A),S100A8 CAGA CFAG MRP8,Homo sapiens (Human),93
S100A9,P06702,reviewed,S10A9_HUMAN,Protein S100-A9 (Calgranulin-B) (Calprotectin L1H subunit) (Leukocyte L1 complex heavy chain) (Migration inhibitory factor-related protein 14) (MRP-14) (p14) (S100 calcium-binding protein A9),S100A9 CAGB CFAG MRP14,Homo sapiens (Human),114
S100B,P04271,reviewed,S100B_HUMAN,Protein S100-B (S-100 protein beta chain) (S-100 protein subunit beta) (S100 calcium-binding protein B),S100B,Homo sapiens (Human),92
S100P,P25815,reviewed,S100P_HUMAN,Protein S100-P (Migration-inducing gene 9 protein) (MIG9) (Protein S100-E) (S100 calcium-binding protein P),S100P S100E,Homo sapiens (Human),95
SALL1,Q9NSC2,reviewed,SALL1_HUMAN,Sal-like protein 1 (Spalt-like transcription factor 1) (Zinc finger protein 794) (Zinc finger protein SALL1) (Zinc finger protein Spalt-1) (HSal1) (Sal-1),SALL1 SAL1 ZNF794,Homo sapiens (Human),1324
SAMD15,Q9P1V8,reviewed,SAM15_HUMAN,Sterile alpha motif domain-containing protein 15 (SAM domain-containing protein 15),SAMD15 C14orf174 FAM15A,Homo sapiens (Human),674
SAMD9L,Q8IVG5,reviewed,SAM9L_HUMAN,Sterile alpha motif domain-containing protein 9-like (SAM domain-containing protein 9-like),SAMD9L C7orf6 DRIF2 KIAA2005 UEF,Homo sapiens (Human),1584
SAMHD1,Q9Y3Z3,reviewed,SAMH1_HUMAN,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 (dNTPase) (EC 3.1.5.-) (Dendritic cell-derived IFNG-induced protein) (DCIP) (Monocyte protein 5) (MOP-5) (SAM domain and HD domain-containing protein 1) (hSAMHD1),SAMHD1 MOP5,Homo sapiens (Human),626
SAMM50,Q9Y512,reviewed,SAM50_HUMAN,Sorting and assembly machinery component 50 homolog (Transformation-related gene 3 protein) (TRG-3),SAMM50 SAM50 CGI-51 TRG3,Homo sapiens (Human),469
SATB1,Q01826,reviewed,SATB1_HUMAN,DNA-binding protein SATB1 (Special AT-rich sequence-binding protein 1),SATB1,Homo sapiens (Human),763
SATB2,Q9UPW6,reviewed,SATB2_HUMAN,DNA-binding protein SATB2 (Special AT-rich sequence-binding protein 2),SATB2 KIAA1034,Homo sapiens (Human),733
SCAF4,O95104,reviewed,SCAF4_HUMAN,"SR-related and CTD-associated factor 4 (CTD-binding SR-like protein RA4) (Splicing factor, arginine/serine-rich 15)",SCAF4 KIAA1172 SFRS15,Homo sapiens (Human),1147
SCAF8,Q9UPN6,reviewed,SCAF8_HUMAN,SR-related and CTD-associated factor 8 (CDC5L complex-associated protein 7) (RNA-binding motif protein 16),SCAF8 CCAP7 KIAA1116 RBM16,Homo sapiens (Human),1271
SCAMP5,Q8TAC9,reviewed,SCAM5_HUMAN,Secretory carrier-associated membrane protein 5 (Secretory carrier membrane protein 5) (hSCAMP5),SCAMP5,Homo sapiens (Human),235
SCCPDH,Q8NBX0,reviewed,SCPDL_HUMAN,Saccharopine dehydrogenase-like oxidoreductase (EC 1.-.-.-),SCCPDH CGI-49,Homo sapiens (Human),429
SCFD2,Q8WU76,reviewed,SCFD2_HUMAN,Sec1 family domain-containing protein 2 (Syntaxin-binding protein 1-like 1),SCFD2 STXBP1L1,Homo sapiens (Human),684
SCG3,Q8WXD2,reviewed,SCG3_HUMAN,Secretogranin-3 (Secretogranin III) (SgIII),SCG3 UNQ2502/PRO5990,Homo sapiens (Human),468
SCGN,O76038,reviewed,SEGN_HUMAN,Secretagogin,SCGN SECRET,Homo sapiens (Human),276
SCIMP,Q6UWF3,reviewed,SCIMP_HUMAN,"SLP adapter and CSK-interacting membrane protein (SLP65/SLP76, Csk-interacting membrane protein)",SCIMP C17orf87 UNQ5783/PRO16090,Homo sapiens (Human),145
SCIN,Q9Y6U3,reviewed,SCIN_HUMAN,Scinderin (Adseverin),SCIN KIAA1905,Homo sapiens (Human),715
SCN2A,Q99250,reviewed,SCN2A_HUMAN,Sodium channel protein type 2 subunit alpha (HBSC II) (Sodium channel protein brain II subunit alpha) (Sodium channel protein type II subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.2),SCN2A HBA NAC2 SCN2A1 SCN2A2,Homo sapiens (Human),2005
SDC4,P31431,reviewed,SDC4_HUMAN,Syndecan-4 (SYND4) (Amphiglycan) (Ryudocan core protein),SDC4,Homo sapiens (Human),198
SDHB,P21912,reviewed,SDHB_HUMAN,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip)",SDHB SDH SDH1,Homo sapiens (Human),280
SELL,P14151,reviewed,LYAM1_HUMAN,L-selectin (CD62 antigen-like family member L) (Leukocyte adhesion molecule 1) (LAM-1) (Leukocyte surface antigen Leu-8) (Leukocyte-endothelial cell adhesion molecule 1) (LECAM1) (Lymph node homing receptor) (TQ1) (gp90-MEL) (CD antigen CD62L),SELL LNHR LYAM1,Homo sapiens (Human),372
SELPLG,Q14242,reviewed,SELPL_HUMAN,P-selectin glycoprotein ligand 1 (PSGL-1) (Selectin P ligand) (CD antigen CD162),SELPLG,Homo sapiens (Human),412
SEPHS1,P49903,reviewed,SPS1_HUMAN,"Selenide, water dikinase 1 (EC 2.7.9.3) (Selenium donor protein 1) (Selenophosphate synthase 1)",SEPHS1 SELD SPS SPS1,Homo sapiens (Human),392
SEPTIN7,Q16181,reviewed,SEPT7_HUMAN,Septin-7 (CDC10 protein homolog),SEPTIN7 CDC10 SEPT7,Homo sapiens (Human),437
SERINC2,Q96SA4,reviewed,SERC2_HUMAN,Serine incorporator 2 (Tumor differentially expressed protein 2-like),SERINC2 TDE2L FKSG84 UNQ263/PRO300,Homo sapiens (Human),455
SERPINA3,P01011,reviewed,AACT_HUMAN,Alpha-1-antichymotrypsin (ACT) (Cell growth-inhibiting gene 24/25 protein) (Serpin A3) [Cleaved into: Alpha-1-antichymotrypsin His-Pro-less],SERPINA3 AACT GIG24 GIG25,Homo sapiens (Human),423
SERPINB1,P30740,reviewed,ILEU_HUMAN,Leukocyte elastase inhibitor (LEI) (Monocyte/neutrophil elastase inhibitor) (EI) (M/NEI) (Peptidase inhibitor 2) (PI-2) (Serpin B1),SERPINB1 ELANH2 MNEI PI2,Homo sapiens (Human),379
SERPINB6,P35237,reviewed,SPB6_HUMAN,Serpin B6 (Cytoplasmic antiproteinase) (CAP) (Peptidase inhibitor 6) (PI-6) (Placental thrombin inhibitor),SERPINB6 PI6 PTI,Homo sapiens (Human),376
SERPINB8,P50452,reviewed,SPB8_HUMAN,Serpin B8 (Cytoplasmic antiproteinase 2) (CAP-2) (CAP2) (Peptidase inhibitor 8) (PI-8),SERPINB8 PI8,Homo sapiens (Human),374
SERPINI1,Q99574,reviewed,NEUS_HUMAN,Neuroserpin (Peptidase inhibitor 12) (PI-12) (Serpin I1),SERPINI1 PI12,Homo sapiens (Human),410
SERTAD2,Q14140,reviewed,SRTD2_HUMAN,SERTA domain-containing protein 2 (Transcriptional regulator interacting with the PHD-bromodomain 2) (TRIP-Br2),SERTAD2 KIAA0127 TRIPBR2,Homo sapiens (Human),314
SETD1A,O15047,reviewed,SET1A_HUMAN,Histone-lysine N-methyltransferase SETD1A (EC 2.1.1.364) (Lysine N-methyltransferase 2F) (SET domain-containing protein 1A) (hSET1A) (Set1/Ash2 histone methyltransferase complex subunit SET1),SETD1A KIAA0339 KMT2F SET1 SET1A,Homo sapiens (Human),1707
SETD7,Q8WTS6,reviewed,SETD7_HUMAN,Histone-lysine N-methyltransferase SETD7 (EC 2.1.1.364) (Histone H3-K4 methyltransferase SETD7) (H3-K4-HMTase SETD7) (Lysine N-methyltransferase 7) (SET domain-containing protein 7) (SET7/9),SETD7 KIAA1717 KMT7 SET7 SET9,Homo sapiens (Human),366
SEZ6,Q53EL9,reviewed,SEZ6_HUMAN,Seizure protein 6 homolog (SEZ-6) (hSEZ-6),SEZ6,Homo sapiens (Human),994
SEZ6L2,Q6UXD5,reviewed,SE6L2_HUMAN,Seizure 6-like protein 2,SEZ6L2 PSK UNQ1903/PRO4349,Homo sapiens (Human),910
SF3A1,Q15459,reviewed,SF3A1_HUMAN,Splicing factor 3A subunit 1 (SF3a120) (Spliceosome-associated protein 114) (SAP 114),SF3A1 SAP114,Homo sapiens (Human),793
SF3A2,Q15428,reviewed,SF3A2_HUMAN,Splicing factor 3A subunit 2 (SF3a66) (Spliceosome-associated protein 62) (SAP 62),SF3A2 SAP62,Homo sapiens (Human),464
SF3B6,Q9Y3B4,reviewed,SF3B6_HUMAN,"Splicing factor 3B subunit 6 (Pre-mRNA branch site protein p14) (SF3b 14 kDa subunit) (SF3B14a) (Spliceosome-associated protein, 14-kDa) (Splicing factor 3b, subunit 6, 14kDa)",SF3B6 SAP14 SF3B14 SF3B14A CGI-110 HSPC175 HT006,Homo sapiens (Human),125
SFPQ,P23246,reviewed,SFPQ_HUMAN,"Splicing factor, proline- and glutamine-rich (100 kDa DNA-pairing protein) (hPOMp100) (DNA-binding p52/p100 complex, 100 kDa subunit) (Polypyrimidine tract-binding protein-associated-splicing factor) (PSF) (PTB-associated-splicing factor)",SFPQ PSF,Homo sapiens (Human),707
SGPL1,O95470,reviewed,SGPL1_HUMAN,Sphingosine-1-phosphate lyase 1 (S1PL) (SP-lyase 1) (SPL 1) (hSPL) (EC 4.1.2.27) (Sphingosine-1-phosphate aldolase),SGPL1 KIAA1252,Homo sapiens (Human),568
SGTB,Q96EQ0,reviewed,SGTB_HUMAN,Small glutamine-rich tetratricopeptide repeat-containing protein beta (Beta-SGT) (Small glutamine-rich protein with tetratricopeptide repeats 2),SGTB SGT2,Homo sapiens (Human),304
SH2D2A,Q9NP31,reviewed,SH22A_HUMAN,SH2 domain-containing protein 2A (SH2 domain-containing adapter protein) (T cell-specific adapter protein) (TSAd) (VEGF receptor-associated protein),SH2D2A SCAP TSAD VRAP,Homo sapiens (Human),389
SH2D3C,Q8N5H7,reviewed,SH2D3_HUMAN,SH2 domain-containing protein 3C (Cas/HEF1-associated signal transducer) (Chat-H) (Novel SH2-containing protein 3) (SH2 domain-containing Eph receptor-binding protein 1) (SHEP1),SH2D3C NSP3 UNQ272/PRO309/PRO34088,Homo sapiens (Human),860
SH3D19,Q5HYK7,reviewed,SH319_HUMAN,SH3 domain-containing protein 19 (ADAM-binding protein Eve-1) (EEN-binding protein) (EBP),SH3D19,Homo sapiens (Human),790
SH3GL2,Q99962,reviewed,SH3G2_HUMAN,Endophilin-A1 (EEN-B1) (Endophilin-1) (SH3 domain protein 2A) (SH3 domain-containing GRB2-like protein 2),SH3GL2 CNSA2 SH3D2A,Homo sapiens (Human),352
SH3GLB1,Q9Y371,reviewed,SHLB1_HUMAN,Endophilin-B1 (Bax-interacting factor 1) (Bif-1) (SH3 domain-containing GRB2-like protein B1),SH3GLB1 KIAA0491 CGI-61,Homo sapiens (Human),365
SH3KBP1,Q96B97,reviewed,SH3K1_HUMAN,SH3 domain-containing kinase-binding protein 1 (CD2-binding protein 3) (CD2BP3) (Cbl-interacting protein of 85 kDa) (Human Src family kinase-binding protein 1) (HSB-1),SH3KBP1 CIN85,Homo sapiens (Human),665
SHANK3,Q9BYB0,reviewed,SHAN3_HUMAN,SH3 and multiple ankyrin repeat domains protein 3 (Shank3) (Proline-rich synapse-associated protein 2) (ProSAP2),SHANK3 KIAA1650 PROSAP2 PSAP2,Homo sapiens (Human),1731
SHMT2,P34897,reviewed,GLYM_HUMAN,"Serine hydroxymethyltransferase, mitochondrial (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)",SHMT2,Homo sapiens (Human),504
SHPK,Q9UHJ6,reviewed,SHPK_HUMAN,Sedoheptulokinase (SHK) (EC 2.7.1.14) (Carbohydrate kinase-like protein),SHPK CARKL,Homo sapiens (Human),478
SHTN1,A0MZ66,reviewed,SHOT1_HUMAN,Shootin-1 (Shootin1),SHTN1 KIAA1598,Homo sapiens (Human),631
SIAH1,Q8IUQ4,reviewed,SIAH1_HUMAN,E3 ubiquitin-protein ligase SIAH1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SIAH1) (Seven in absentia homolog 1) (Siah-1) (Siah-1a),SIAH1 HUMSIAH,Homo sapiens (Human),282
SIGLEC10,Q96LC7,reviewed,SIG10_HUMAN,Sialic acid-binding Ig-like lectin 10 (Siglec-10) (Siglec-like protein 2),SIGLEC10 SLG2 UNQ477/PRO940,Homo sapiens (Human),697
SIGMAR1,Q99720,reviewed,SGMR1_HUMAN,Sigma non-opioid intracellular receptor 1 (Aging-associated gene 8 protein) (SR31747-binding protein) (SR-BP) (Sigma 1-type opioid receptor) (SIG-1R) (Sigma1-receptor) (Sigma1R) (hSigmaR1),SIGMAR1 OPRS1 SRBP AAG8,Homo sapiens (Human),223
